model,fraction,seed,epoch,train_loss,train_acc,val_loss,val_acc,test_acc
vit,0.5,1,22,1.088587,0.610978,1.141641,0.6032,
vit,0.5,1,23,1.084117,0.609867,1.129003,0.6028,
vit,0.5,1,24,1.065384,0.616667,1.076019,0.6224,
vit,0.5,1,25,1.045512,0.628756,1.059123,0.626,
vit,0.5,1,26,1.028707,0.632978,1.122026,0.6102,
vit,0.5,1,27,1.004702,0.640044,1.077738,0.6254,
vit,0.5,1,28,1.007241,0.636667,1.034225,0.6398,
vit,0.5,1,29,0.987795,0.643244,1.066467,0.6334,
vit,0.5,1,30,0.968474,0.650133,1.04867,0.6352,
vit,0.5,1,31,0.960568,0.657778,1.076549,0.6288,
vit,0.5,1,32,0.95438,0.659822,1.021323,0.6362,
vit,0.5,1,33,0.941188,0.6648,1.009539,0.6492,
vit,0.5,1,34,0.921511,0.670889,1.013307,0.6482,
vit,0.5,1,35,0.9173,0.673111,1.017872,0.6482,
vit,0.5,1,36,0.905748,0.676756,0.996742,0.6592,
vit,0.5,1,37,0.902237,0.677822,1.017366,0.642,
vit,0.5,1,38,0.895795,0.683111,0.985067,0.6542,
vit,0.5,1,39,0.875854,0.687289,0.983527,0.6662,
vit,0.5,1,40,0.874564,0.688533,0.978409,0.6646,
vit,0.5,1,41,0.871368,0.689733,0.971127,0.6594,
vit,0.5,1,42,0.858159,0.696178,0.982673,0.6672,
vit,0.5,1,43,0.844157,0.699467,0.973365,0.6674,
vit,0.5,1,44,0.850871,0.696889,0.987763,0.6632,
vit,0.5,1,45,0.848894,0.698756,0.962842,0.669,
vit,0.5,1,46,0.838033,0.700578,0.964082,0.6658,
vit,0.5,1,47,0.839231,0.701289,0.974187,0.663,
vit,0.5,1,48,0.828928,0.7056,0.961266,0.6702,
vit,0.5,1,49,0.837029,0.702178,0.980897,0.658,
vit,0.5,1,50,0.833696,0.7024,0.955091,0.6662,
vit,0.5,1,FINAL,,,,0.6702,0.7083
vit,1.0,1,1,1.898301,0.293822,1.737491,0.3564,
vit,1.0,1,2,1.601723,0.414956,1.52615,0.4442,
vit,1.0,1,3,1.479978,0.461089,1.432991,0.4876,
vit,1.0,1,4,1.400977,0.490133,1.34266,0.5086,
vit,1.0,1,5,1.350087,0.510267,1.278683,0.5438,
vit,1.0,1,6,1.300789,0.529978,1.252038,0.5532,
vit,1.0,1,7,1.26241,0.545289,1.239739,0.5516,
vit,1.0,1,8,1.220643,0.559489,1.191523,0.5732,
vit,1.0,1,9,1.190102,0.573911,1.151584,0.5924,
vit,1.0,1,10,1.154494,0.586644,1.150079,0.5952,
vit,1.0,1,11,1.125435,0.595956,1.101071,0.6112,
vit,1.0,1,12,1.102267,0.604444,1.08327,0.6138,
vit,1.0,1,13,1.070148,0.617622,1.078508,0.6116,
vit,1.0,1,14,1.048079,0.626378,1.059856,0.632,
vit,1.0,1,15,1.031371,0.631356,1.020247,0.634,
vit,1.0,1,16,1.016491,0.636867,0.993094,0.6434,
vit,1.0,1,17,0.999146,0.644644,0.996451,0.6424,
vit,1.0,1,18,0.97452,0.651867,0.977556,0.6584,
vit,1.0,1,19,0.968692,0.653756,0.973785,0.6584,
vit,1.0,1,20,0.942486,0.661933,0.957025,0.658,
vit,1.0,1,21,0.931782,0.667156,0.977518,0.6588,
vit,1.0,1,22,0.910997,0.676489,0.963266,0.6682,
vit,1.0,1,23,0.904596,0.677578,0.938082,0.673,
vit,1.0,1,24,0.893776,0.682622,0.915062,0.6836,
vit,1.0,1,25,0.869695,0.691289,0.893601,0.6874,
vit,1.0,1,26,0.862276,0.693556,0.906173,0.6828,
vit,1.0,1,27,0.845294,0.699533,0.881085,0.6928,
vit,1.0,1,28,0.839393,0.702156,0.860064,0.7058,
vit,1.0,1,29,0.818206,0.709333,0.889651,0.6932,
vit,1.0,1,30,0.809485,0.710022,0.839443,0.7138,
vit,1.0,1,31,0.80366,0.715311,0.863526,0.7038,
vit,1.0,1,32,0.787204,0.719733,0.844559,0.7066,
vit,1.0,1,33,0.776933,0.723911,0.844545,0.7144,
vit,1.0,1,34,0.769474,0.7276,0.829499,0.716,
vit,1.0,1,35,0.762234,0.728467,0.843293,0.7076,
vit,1.0,1,36,0.757671,0.730778,0.81521,0.7162,
vit,1.0,1,37,0.744532,0.735622,0.823251,0.7184,
vit,1.0,1,38,0.732907,0.740778,0.817595,0.7182,
vit,1.0,1,39,0.734137,0.739222,0.795316,0.7294,
vit,1.0,1,40,0.728133,0.740911,0.794711,0.7338,
vit,1.0,1,41,0.720132,0.745733,0.791459,0.7236,
vit,1.0,1,42,0.705949,0.746844,0.791919,0.7316,
vit,1.0,1,43,0.707963,0.748178,0.80702,0.72,
vit,1.0,1,44,0.70464,0.747956,0.812557,0.7302,
vit,1.0,1,45,0.696842,0.751133,0.781034,0.7324,
vit,1.0,1,46,0.69307,0.754556,0.770229,0.728,
vit,1.0,1,47,0.698498,0.7516,0.801631,0.727,
vit,1.0,1,48,0.690777,0.755067,0.784613,0.7296,
vit,1.0,1,49,0.687919,0.758311,0.798056,0.728,
vit,1.0,1,50,0.688715,0.756378,0.776483,0.7324,
vit,1.0,1,FINAL,,,,0.7338,0.773
